row,col,x,y,land surface temperature
461,1316,630585.0,3366855.0,324.19744873046875
461,1308,630345.0,3366855.0,322.3380432128906
106,1473,635295.0,3377505.0,323.38397216796875
135,1493,635895.0,3376635.0,324.92205810546875
46,1521,636735.0,3379305.0,323.24383544921875
1325,1294,629925.0,3340935.0,327.803466796875
1336,1296,629985.0,3340605.0,329.074951171875
1286,1289,629775.0,3342105.0,325.2194519042969
229,772,614265.0,3373815.0,319.9556884765625
179,837,616215.0,3375315.0,317.7168884277344
159,803,615195.0,3375915.0,322.9430236816406
628,1306,630285.0,3361845.0,321.2853088378906
625,1297,630015.0,3361935.0,323.57537841796875
627,1297,630015.0,3361875.0,322.4132385253906
587,86,593685.0,3363075.0,319.7813720703125
600,53,592695.0,3362685.0,328.035888671875
1285,1371,632235.0,3342135.0,321.5929260253906
1276,1300,630105.0,3342405.0,322.3995666503906
1221,1317,630615.0,3344055.0,324.03680419921875
1164,1518,636645.0,3345765.0,324.39569091796875
1108,1476,635385.0,3347445.0,322.9703674316406
1094,1545,637455.0,3347865.0,317.1802673339844
371,1471,635235.0,3369555.0,322.6730041503906
351,1475,635355.0,3370155.0,324.27606201171875
423,1468,635145.0,3367995.0,322.3619689941406
361,1499,636075.0,3369855.0,320.8341064453125
360,1526,636885.0,3369885.0,323.94451904296875
357,1513,636495.0,3369975.0,324.97674560546875
1206,690,611805.0,3344505.0,316.75299072265625
1235,697,612015.0,3343635.0,320.7144775390625
1230,732,613065.0,3343785.0,318.7012634277344
1365,1249,628575.0,3339735.0,325.6330261230469
1346,1238,628245.0,3340305.0,331.34796142578125
1355,1168,626145.0,3340035.0,320.6153564453125
269,711,612435.0,3372615.0,322.0406799316406
268,753,613695.0,3372645.0,320.8887939453125
255,1756,643785.0,3373035.0,320.1334228515625
180,1738,643245.0,3375285.0,323.44207763671875
193,1695,641955.0,3374895.0,318.7183532714844
353,1727,642915.0,3370095.0,324.48455810546875
1109,1559,637875.0,3347415.0,320.7281494140625
1101,1545,637455.0,3347655.0,317.1426696777344
293,1348,631545.0,3371895.0,324.16326904296875
280,1304,630225.0,3372285.0,325.4757995605469
336,1295,629955.0,3370605.0,319.1046142578125
1583,1050,622605.0,3333195.0,324.58026123046875
1552,1059,622875.0,3334125.0,320.6837158203125
1643,1023,621795.0,3331395.0,325.4655456542969
1036,173,596295.0,3349605.0,320.1470947265625
1029,84,593625.0,3349815.0,320.8853759765625
1069,169,596175.0,3348615.0,315.25250244140625
1243,245,598455.0,3343395.0,316.77008056640625
1270,327,600915.0,3342585.0,319.2857666015625
1441,64,593025.0,3337455.0,316.79742431640625
1375,101,594135.0,3339435.0,320.4991455078125
1462,66,593085.0,3336825.0,323.21307373046875
1252,1163,625995.0,3343125.0,321.6065979003906
1343,1141,625335.0,3340395.0,318.6670837402344
1263,1167,626115.0,3342795.0,321.7193908691406
1312,245,598455.0,3341325.0,319.8223876953125
1394,290,599805.0,3338865.0,317.6485290527344
495,1612,639465.0,3365835.0,315.12261962890625
547,1585,638655.0,3364275.0,318.4517517089844
109,675,611355.0,3377415.0,323.94110107421875
107,703,612195.0,3377475.0,319.8052978515625
45,663,610995.0,3379335.0,322.2936096191406
1395,791,614835.0,3338835.0,325.2707214355469
1354,776,614385.0,3340065.0,322.9942932128906
1405,772,614265.0,3338535.0,321.9518127441406
1279,1301,630135.0,3342315.0,319.8018798828125
1318,1278,629445.0,3341145.0,324.55975341796875
1298,1262,628965.0,3341745.0,324.46746826171875
1565,957,619815.0,3333735.0,322.0885314941406
1582,893,617895.0,3333225.0,321.0152893066406
1529,931,619035.0,3334815.0,325.7594909667969
257,910,618405.0,3372975.0,322.1466369628906
337,907,618315.0,3370575.0,321.9962463378906
359,924,618825.0,3369915.0,322.0782775878906
872,1208,627345.0,3354525.0,320.7896728515625
879,1261,628935.0,3354315.0,320.9503173828125
336,1212,627465.0,3370605.0,325.5578308105469
348,1157,625815.0,3370245.0,323.97869873046875
370,1165,626055.0,3369585.0,324.55291748046875
265,1601,639135.0,3372735.0,324.38885498046875
288,1655,640755.0,3372045.0,319.4600830078125
1539,1535,637155.0,3334515.0,324.88446044921875
1550,1473,635295.0,3334185.0,318.4893493652344
1585,1451,634635.0,3333135.0,324.69647216796875
1142,1660,640905.0,3346425.0,325.01776123046875
1079,1578,638445.0,3348315.0,316.59234619140625
1122,1617,639615.0,3347025.0,327.605224609375
706,1051,622635.0,3359505.0,322.6456604003906
625,970,620205.0,3361935.0,318.3287048339844
678,1010,621405.0,3360345.0,321.1964416503906
